gene,importance
x8,0.10244834356044263
x1,0.024372507417222012
x6,0.015207726236277041
x2,0.010249412344722542
x3,0.010184264044300817
x5,0.0012008416456108285
x4,0.0005634447604039305
x0,0.00036447832938626414
x7,-0.0011779517022194597
