gene,mean_abs_shap
x8,129.74065618736122
x1,36.608835590719266
x3,28.53028244011188
x6,22.194994167073027
x2,21.134886007171303
x0,14.685368203955102
x4,7.426715309363237
x5,6.918451487132214
x7,1.9838581155716652
